Playlist ID,Playlist Name,Book,Type,Alya ID,Alya Name,Order,Tier 1 (Universal),Tier 2 (Playlist),Tier 3 (Video),Tier 4 (Audience),Combined Tags,Tag Count,Char Count,Char Usage %
29,צו,Leviticus,parasha,229,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, צו, Leviticus, Vayikra, Tzav","רביעי, Reviei","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, צו, Leviticus, Vayikra, Tzav, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,172,34.4%
29,צו,Leviticus,parasha,230,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, צו, Leviticus, Vayikra, Tzav","חמישי, Chamishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, צו, Leviticus, Vayikra, Tzav, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,174,34.8%
29,צו,Leviticus,parasha,231,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, צו, Leviticus, Vayikra, Tzav","שישי, Shishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, צו, Leviticus, Vayikra, Tzav, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,171,34.2%
29,צו,Leviticus,parasha,232,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, צו, Leviticus, Vayikra, Tzav","שביעי, Shevii","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, צו, Leviticus, Vayikra, Tzav, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,172,34.4%
29,צו,Leviticus,parasha,233,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, צו, Leviticus, Vayikra, Tzav","מפטיר, Maftir","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, צו, Leviticus, Vayikra, Tzav, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,172,34.4%
29,צו,Leviticus,parasha,234,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, צו, Leviticus, Vayikra, Tzav","הפטרה, Haftara","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, צו, Leviticus, Vayikra, Tzav, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,173,34.6%
30,שמיני,Leviticus,parasha,235,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, שמיני, Leviticus, Vayikra, Shemini","ראשון, Rishon","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, שמיני, Leviticus, Vayikra, Shemini, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
30,שמיני,Leviticus,parasha,236,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, שמיני, Leviticus, Vayikra, Shemini","שני, Sheni","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, שמיני, Leviticus, Vayikra, Shemini, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,175,35.0%
30,שמיני,Leviticus,parasha,237,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, שמיני, Leviticus, Vayikra, Shemini","שלישי, Shlishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, שמיני, Leviticus, Vayikra, Shemini, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
30,שמיני,Leviticus,parasha,238,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, שמיני, Leviticus, Vayikra, Shemini","רביעי, Reviei","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, שמיני, Leviticus, Vayikra, Shemini, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
30,שמיני,Leviticus,parasha,239,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, שמיני, Leviticus, Vayikra, Shemini","חמישי, Chamishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, שמיני, Leviticus, Vayikra, Shemini, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,180,36.0%
30,שמיני,Leviticus,parasha,240,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, שמיני, Leviticus, Vayikra, Shemini","שישי, Shishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, שמיני, Leviticus, Vayikra, Shemini, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,177,35.4%
30,שמיני,Leviticus,parasha,241,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, שמיני, Leviticus, Vayikra, Shemini","שביעי, Shevii","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, שמיני, Leviticus, Vayikra, Shemini, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
30,שמיני,Leviticus,parasha,242,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, שמיני, Leviticus, Vayikra, Shemini","מפטיר, Maftir","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, שמיני, Leviticus, Vayikra, Shemini, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
30,שמיני,Leviticus,parasha,243,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, שמיני, Leviticus, Vayikra, Shemini","הפטרה, Haftara","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, שמיני, Leviticus, Vayikra, Shemini, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
31,תזריע,Leviticus,parasha,244,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, תזריע, Leviticus, Vayikra, Tazria","ראשון, Rishon","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, תזריע, Leviticus, Vayikra, Tazria, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,177,35.4%
31,תזריע,Leviticus,parasha,245,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, תזריע, Leviticus, Vayikra, Tazria","שני, Sheni","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, תזריע, Leviticus, Vayikra, Tazria, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,174,34.8%
31,תזריע,Leviticus,parasha,246,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, תזריע, Leviticus, Vayikra, Tazria","שלישי, Shlishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, תזריע, Leviticus, Vayikra, Tazria, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
31,תזריע,Leviticus,parasha,247,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, תזריע, Leviticus, Vayikra, Tazria","רביעי, Reviei","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, תזריע, Leviticus, Vayikra, Tazria, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,177,35.4%
31,תזריע,Leviticus,parasha,248,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, תזריע, Leviticus, Vayikra, Tazria","חמישי, Chamishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, תזריע, Leviticus, Vayikra, Tazria, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
31,תזריע,Leviticus,parasha,249,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, תזריע, Leviticus, Vayikra, Tazria","שישי, Shishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, תזריע, Leviticus, Vayikra, Tazria, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,176,35.2%
31,תזריע,Leviticus,parasha,250,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, תזריע, Leviticus, Vayikra, Tazria","שביעי, Shevii","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, תזריע, Leviticus, Vayikra, Tazria, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,177,35.4%
31,תזריע,Leviticus,parasha,251,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, תזריע, Leviticus, Vayikra, Tazria","מפטיר, Maftir","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, תזריע, Leviticus, Vayikra, Tazria, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,177,35.4%
31,תזריע,Leviticus,parasha,252,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, תזריע, Leviticus, Vayikra, Tazria","הפטרה, Haftara","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, תזריע, Leviticus, Vayikra, Tazria, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
32,מצורע,Leviticus,parasha,253,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, מצורע, Leviticus, Vayikra, Metzora","ראשון, Rishon","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, מצורע, Leviticus, Vayikra, Metzora, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
32,מצורע,Leviticus,parasha,254,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, מצורע, Leviticus, Vayikra, Metzora","שני, Sheni","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, מצורע, Leviticus, Vayikra, Metzora, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,175,35.0%
32,מצורע,Leviticus,parasha,255,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, מצורע, Leviticus, Vayikra, Metzora","שלישי, Shlishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, מצורע, Leviticus, Vayikra, Metzora, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
32,מצורע,Leviticus,parasha,256,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, מצורע, Leviticus, Vayikra, Metzora","רביעי, Reviei","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, מצורע, Leviticus, Vayikra, Metzora, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
32,מצורע,Leviticus,parasha,257,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, מצורע, Leviticus, Vayikra, Metzora","חמישי, Chamishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, מצורע, Leviticus, Vayikra, Metzora, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,180,36.0%
32,מצורע,Leviticus,parasha,258,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, מצורע, Leviticus, Vayikra, Metzora","שישי, Shishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, מצורע, Leviticus, Vayikra, Metzora, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,177,35.4%
32,מצורע,Leviticus,parasha,259,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, מצורע, Leviticus, Vayikra, Metzora","שביעי, Shevii","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, מצורע, Leviticus, Vayikra, Metzora, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
32,מצורע,Leviticus,parasha,260,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, מצורע, Leviticus, Vayikra, Metzora","מפטיר, Maftir","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, מצורע, Leviticus, Vayikra, Metzora, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
32,מצורע,Leviticus,parasha,261,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, מצורע, Leviticus, Vayikra, Metzora","הפטרה, Haftara","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, מצורע, Leviticus, Vayikra, Metzora, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
33,אחרי מות,Leviticus,parasha,262,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, אחרי מות, Leviticus, Vayikra, Acharei Mot","ראשון, Rishon","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, אחרי מות, Leviticus, Vayikra, Acharei Mot, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,185,37.0%
33,אחרי מות,Leviticus,parasha,263,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, אחרי מות, Leviticus, Vayikra, Acharei Mot","שני, Sheni","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, אחרי מות, Leviticus, Vayikra, Acharei Mot, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,182,36.4%
33,אחרי מות,Leviticus,parasha,264,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, אחרי מות, Leviticus, Vayikra, Acharei Mot","שלישי, Shlishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, אחרי מות, Leviticus, Vayikra, Acharei Mot, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,186,37.2%
33,אחרי מות,Leviticus,parasha,265,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, אחרי מות, Leviticus, Vayikra, Acharei Mot","רביעי, Reviei","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, אחרי מות, Leviticus, Vayikra, Acharei Mot, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,185,37.0%
33,אחרי מות,Leviticus,parasha,266,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, אחרי מות, Leviticus, Vayikra, Acharei Mot","חמישי, Chamishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, אחרי מות, Leviticus, Vayikra, Acharei Mot, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,187,37.4%
33,אחרי מות,Leviticus,parasha,267,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, אחרי מות, Leviticus, Vayikra, Acharei Mot","שישי, Shishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, אחרי מות, Leviticus, Vayikra, Acharei Mot, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,184,36.8%
33,אחרי מות,Leviticus,parasha,268,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, אחרי מות, Leviticus, Vayikra, Acharei Mot","שביעי, Shevii","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, אחרי מות, Leviticus, Vayikra, Acharei Mot, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,185,37.0%
33,אחרי מות,Leviticus,parasha,269,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, אחרי מות, Leviticus, Vayikra, Acharei Mot","מפטיר, Maftir","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, אחרי מות, Leviticus, Vayikra, Acharei Mot, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,185,37.0%
33,אחרי מות,Leviticus,parasha,270,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, אחרי מות, Leviticus, Vayikra, Acharei Mot","הפטרה, Haftara","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, אחרי מות, Leviticus, Vayikra, Acharei Mot, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,186,37.2%
34,קדושים,Leviticus,parasha,271,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, קדושים, Leviticus, Vayikra, Kedoshim","ראשון, Rishon","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, קדושים, Leviticus, Vayikra, Kedoshim, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,180,36.0%
34,קדושים,Leviticus,parasha,272,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, קדושים, Leviticus, Vayikra, Kedoshim","שני, Sheni","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, קדושים, Leviticus, Vayikra, Kedoshim, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,177,35.4%
34,קדושים,Leviticus,parasha,273,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, קדושים, Leviticus, Vayikra, Kedoshim","שלישי, Shlishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, קדושים, Leviticus, Vayikra, Kedoshim, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,181,36.2%
34,קדושים,Leviticus,parasha,274,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, קדושים, Leviticus, Vayikra, Kedoshim","רביעי, Reviei","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, קדושים, Leviticus, Vayikra, Kedoshim, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,180,36.0%
34,קדושים,Leviticus,parasha,275,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, קדושים, Leviticus, Vayikra, Kedoshim","חמישי, Chamishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, קדושים, Leviticus, Vayikra, Kedoshim, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,182,36.4%
34,קדושים,Leviticus,parasha,276,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","ויקרא, קדושים, Leviticus, Vayikra, Kedoshim","שישי, Shishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, ויקרא, קדושים, Leviticus, Vayikra, Kedoshim, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
